ProductID,ProductCategory,QuantitySold,RevenueGenerated
1950,Toys,66,3251.3
1951,Toys,54,5219.36
1952,Toys,18,972.53
1953,Electronics,6,463.21
1954,Furniture,15,315.26
1955,Clothing,38,1474.16
1956,Toys,46,3679.49
1957,Toys,76,5186.52
1958,Electronics,41,1922.89
1959,Toys,70,6171.54
1960,Clothing,19,1408.59
1961,Furniture,77,4561.32
1962,Electronics,27,1015.06
1963,Furniture,40,3487.67
1964,Furniture,86,3466.65
1965,Electronics,70,2044.8
1966,Furniture,33,2551.68
1967,Furniture,68,6166.87
1968,Sports,29,833.62
1969,Electronics,5,401.82
1970,Toys,62,4339.74
1971,Electronics,37,812.78
1972,Books,38,2141.97
1973,Electronics,76,4637.14
1974,Electronics,50,2210.38
1975,Sports,60,4199.22
1976,Furniture,68,797.02
1977,Sports,63,6076.19
1978,Books,44,2412.53
1979,Furniture,51,4897.83
1980,Clothing,38,2331.38
1981,Toys,18,1607.45
1982,Toys,80,7597.91
1983,Clothing,46,2743.55
1984,Sports,58,2610.38
1985,Furniture,93,3785.69
1986,Furniture,40,1738.35
1987,Clothing,33,2470.36
1988,Sports,21,913.03
1989,Electronics,73,7047.27
1990,Furniture,43,1130.92
1991,Electronics,8,465.83
1992,Furniture,28,526.51
1993,Sports,95,998.44
1994,Clothing,18,981.54
1995,Toys,6,265.96
1996,Sports,96,6295.98
1997,Furniture,39,3684.21
1998,Electronics,40,1165.78
1999,Books,23,318.14
2000,Books,37,714.95
2001,Clothing,58,3260.51
2002,Books,39,475.98
2003,Toys,38,2195.84
2004,Toys,68,2752.97
2005,Toys,62,943.95
2006,Clothing,57,830.5
2007,Sports,25,1133.36
2008,Electronics,90,1961.68
2009,Electronics,22,1754.93
2010,Books,33,2604.69
2011,Electronics,38,990.14
2012,Furniture,72,7197.35
2013,Books,61,766.69
2014,Furniture,28,705.07
2015,Clothing,2,41.74
2016,Sports,94,4512.8
2017,Clothing,61,5758.97
2018,Toys,100,4277.4
2019,Clothing,39,1956.66
2020,Clothing,35,2613.29
2021,Sports,17,857.69
2022,Furniture,45,1880.44
2023,Toys,25,2389.71
2024,Electronics,88,6305.86
2025,Toys,1,66.52
2026,Books,99,8087.25
2027,Toys,66,1653.92
2028,Clothing,70,2236.72
2029,Clothing,22,1915.96
2030,Clothing,30,938.11
2031,Sports,12,688.28
2032,Toys,30,2787.31
2033,Books,24,2384.56
2034,Books,65,4925.93
2035,Books,50,2701.12
2036,Books,42,3401.98
2037,Sports,5,151.39
2038,Furniture,2,132.56
2039,Sports,95,5150.44
2040,Sports,6,209.07
2041,Clothing,81,6560.34
2042,Toys,51,2236.13
2043,Books,23,1624.85
2044,Clothing,54,1935.82
2045,Furniture,73,6646.03
2046,Electronics,8,770.7
2047,Books,48,1715.73
2048,Clothing,87,3062.53
2049,Sports,60,3455.73
2050,Clothing,85,2431.32
2051,Books,78,1242.94
2052,Toys,97,2992.52
2053,Furniture,99,7545.19
2054,Clothing,38,929.11
2055,Books,59,4956.61
2056,Electronics,90,3709.94
2057,Clothing,84,3873.95
2058,Books,29,2219.06
2059,Books,46,2686.16
2060,Electronics,30,1922.23
2061,Sports,68,6324.2
2062,Toys,60,2350.18
2063,Toys,48,648.84
2064,Books,91,5301.2
2065,Electronics,15,1468.02
2066,Electronics,69,1075.53
2067,Sports,100,1318.25
2068,Books,92,6293.07
2069,Toys,10,270.16
2070,Sports,79,5582.48
2071,Toys,16,1407.52
2072,Sports,73,897.83
2073,Toys,14,237.8
2074,Sports,27,2296.52
2075,Sports,38,1668.51
2076,Clothing,68,2888.12
2077,Clothing,30,2886.89
2078,Toys,70,4359.13
2079,Sports,49,3487.72
2080,Furniture,13,1203.35
2081,Books,72,3835.99
2082,Sports,45,4121.03
2083,Furniture,24,726.84
2084,Toys,34,1298.16
2085,Sports,29,302.4
2086,Clothing,11,910.32
2087,Toys,7,154.87
2088,Furniture,21,644.34
2089,Sports,28,1146.51
2090,Toys,88,4720.25
2091,Furniture,89,6774.76
2092,Clothing,18,526.99
2093,Toys,53,2930.94
2094,Electronics,19,716.54
2095,Sports,54,3845.17
2096,Electronics,29,2276.53
2097,Electronics,51,2184.06
2098,Furniture,63,1541.23
2099,Books,89,2364.53
2100,Electronics,92,1137.81
2101,Sports,42,3973.92
2102,Electronics,100,3511.88
2103,Clothing,40,1838.43
2104,Books,27,291.62
2105,Books,51,1535.13
2106,Toys,80,5747.65
2107,Furniture,41,3028.13
2108,Sports,44,3963.89
2109,Clothing,31,1498.81
2110,Toys,51,1961.74
2111,Books,99,2592.82
2112,Clothing,60,4557.06
2113,Toys,44,4320.09
2114,Clothing,74,3758.6
2115,Sports,99,2873.66
2116,Sports,7,109.69
2117,Books,2,185.26
2118,Toys,52,3936.8
2119,Toys,55,4105.21
2120,Sports,54,1794.79
2121,Clothing,4,341.58
2122,Toys,38,2799.4
2123,Books,4,232.45
2124,Sports,56,2110.61
2125,Furniture,22,1153.89
2126,Clothing,82,6371.41
2127,Clothing,19,1332.07
2128,Clothing,75,4693.28
2129,Toys,40,465.51
2130,Electronics,37,3684.01
2131,Sports,46,4464.98
2132,Furniture,29,2582.16
2133,Sports,1,78.34
2134,Furniture,65,3986.55
2135,Furniture,18,828.2
2136,Furniture,5,233.58
2137,Toys,31,1482.62
2138,Sports,94,7193.98
2139,Toys,14,332.75
2140,Sports,60,3567.94
2141,Sports,65,3629.81
2142,Furniture,9,707.73
2143,Electronics,15,228.56
2144,Furniture,24,1372.36
2145,Sports,55,574.94
2146,Books,3,182.09
2147,Electronics,76,5524.92
2148,Clothing,36,3108.94
2149,Furniture,82,4361.49
2150,Books,55,3315.18
2151,Toys,8,260.43
2152,Toys,75,1004.93
2153,Books,37,1665.63
2154,Toys,51,1469.08
2155,Clothing,6,238.12
2156,Sports,64,1891.93
2157,Books,48,1393.48
2158,Sports,99,2854.1
2159,Books,92,2164.02
2160,Sports,48,1748.39
2161,Electronics,29,1887.83
2162,Sports,73,787.35
2163,Toys,43,3958.48
2164,Furniture,88,1047.35
2165,Books,78,6226.87
2166,Furniture,76,7455.84
2167,Toys,31,595.79
2168,Books,85,5961.54
2169,Books,12,157.83
2170,Clothing,48,3730.24
2171,Clothing,36,1986.07
2172,Furniture,32,688.39
2173,Sports,70,890.17
2174,Sports,9,324.55
2175,Sports,33,2634.37
2176,Toys,23,818.97
2177,Sports,5,400.57
2178,Books,21,1658.14
2179,Furniture,93,7999.57
2180,Toys,58,2579.26
2181,Furniture,1,24.42
2182,Electronics,77,7308.32
2183,Books,93,1319.94
2184,Furniture,94,8683.15
2185,Electronics,8,705.75
2186,Electronics,27,806.37
2187,Sports,4,230.07
2188,Clothing,65,2478.48
2189,Toys,70,2808.71
2190,Electronics,8,777.31
2191,Toys,95,8716.26
2192,Clothing,32,2333.47
2193,Books,85,4772.94
2194,Sports,35,451.29
2195,Books,34,1632.91
2196,Books,42,3624.32
2197,Toys,85,5164.46
2198,Electronics,10,105.07
2199,Electronics,39,3630.91
2200,Electronics,54,2510.09
2201,Toys,56,2669.54
2202,Books,6,109.1
2203,Electronics,6,523.29
2204,Electronics,51,2430.43
2205,Furniture,22,404.7
2206,Clothing,55,5061.14
2207,Electronics,40,2505.24
2208,Electronics,79,2455.0
2209,Furniture,14,788.88
2210,Books,61,3566.37
2211,Clothing,30,2799.69
2212,Toys,63,1095.67
2213,Electronics,66,2661.4
2214,Furniture,82,7054.19
2215,Furniture,23,1805.25
2216,Electronics,49,1222.45
2217,Clothing,63,3268.13
2218,Furniture,23,2217.85
2219,Electronics,70,2639.93
2220,Books,52,3507.4
2221,Sports,87,4266.64
2222,Toys,39,2856.97
2223,Furniture,78,1357.46
2224,Books,49,3539.21
2225,Clothing,56,5531.32
2226,Sports,99,6272.11
2227,Books,41,2502.11
2228,Sports,32,695.01
2229,Toys,98,2524.68
2230,Toys,14,1252.54
2231,Furniture,51,4066.01
2232,Electronics,32,1462.05
2233,Clothing,77,5294.51
2234,Clothing,33,2121.79
2235,Clothing,68,1265.72
2236,Books,61,3243.05
2237,Furniture,98,7805.3
2238,Furniture,24,1973.7
2239,Furniture,82,4335.49
2240,Sports,9,310.43
2241,Toys,95,1929.0
2242,Toys,5,107.96
2243,Clothing,2,86.64
2244,Books,25,2136.41
2245,Furniture,87,949.68
2246,Clothing,14,177.68
2247,Toys,35,3488.73
2248,Clothing,7,73.68
2249,Furniture,16,1143.18
2250,Clothing,84,1054.48
2251,Toys,93,3999.47
2252,Clothing,46,1901.14
2253,Sports,28,1849.1
2254,Sports,32,978.66
2255,Books,26,480.98
2256,Furniture,86,1240.13
2257,Toys,70,1020.6
2258,Toys,88,3681.72
2259,Furniture,90,5902.64
2260,Toys,91,5895.99
2261,Books,16,967.99
2262,Books,45,2115.3
2263,Electronics,55,4788.01
2264,Electronics,78,6871.22
2265,Books,88,3779.75
2266,Clothing,10,313.56
2267,Furniture,23,1499.87
2268,Clothing,22,1032.05
2269,Furniture,57,4872.35
2270,Electronics,58,5649.48
2271,Clothing,40,1481.92
2272,Electronics,59,3062.89
2273,Electronics,86,6027.61
2274,Toys,100,4593.79
2275,Furniture,66,4156.71
2276,Books,46,889.13
2277,Furniture,20,1897.76
2278,Toys,69,6850.55
2279,Clothing,42,3530.61
2280,Sports,44,1102.46
2281,Clothing,56,3955.15
2282,Furniture,62,4236.46
2283,Books,31,1043.22
2284,Books,80,3795.9
2285,Furniture,56,2112.15
2286,Electronics,88,3464.04
2287,Sports,10,190.38
2288,Clothing,75,2679.99
2289,Sports,73,2613.23
2290,Books,6,90.6
2291,Clothing,87,7390.74
2292,Clothing,56,4582.2
2293,Sports,31,3060.3
2294,Toys,22,1233.19
2295,Books,26,2394.52
2296,Sports,78,2719.74
2297,Furniture,84,3933.81
2298,Electronics,36,3486.41
2299,Furniture,38,1618.82
2300,Furniture,92,6647.5
2301,Sports,33,2900.51
2302,Books,7,685.44
2303,Sports,32,1989.81
2304,Sports,70,2422.2
2305,Sports,1,82.49
2306,Sports,56,2797.85
2307,Clothing,19,297.73
2308,Books,12,739.36
2309,Books,25,1362.02
2310,Books,33,2598.29
2311,Toys,66,2095.94
2312,Furniture,94,3773.79
2313,Toys,99,1938.93
2314,Sports,56,5443.15
2315,Toys,34,1326.46
2316,Furniture,35,1717.02
2317,Furniture,57,752.35
2318,Furniture,23,1196.53
2319,Electronics,45,893.42
2320,Books,56,3412.89
2321,Electronics,38,2645.31
2322,Toys,78,2996.68
2323,Books,66,821.6
2324,Toys,54,3415.66
2325,Sports,31,956.34
2326,Clothing,26,497.93
2327,Electronics,51,2184.81
2328,Electronics,46,2336.29
2329,Electronics,21,415.73
2330,Electronics,25,1723.56
2331,Books,48,1020.07
2332,Sports,40,3526.73
2333,Books,55,1164.48
2334,Sports,25,794.35
2335,Toys,13,950.72
2336,Books,52,2134.94
2337,Furniture,8,342.83
2338,Sports,18,454.82
2339,Furniture,91,6369.79
2340,Books,52,5182.38
2341,Toys,93,5960.54
2342,Clothing,82,2723.13
2343,Clothing,9,244.67
2344,Furniture,29,849.01
2345,Furniture,9,788.5
2346,Sports,15,1106.59
2347,Furniture,36,1949.93
2348,Sports,39,1309.46
2349,Clothing,61,4964.0
2350,Toys,94,1316.76
2351,Books,45,3798.16
2352,Sports,57,3429.47
2353,Books,88,2758.83
2354,Sports,33,852.65
2355,Toys,6,176.09
2356,Electronics,17,1090.23
2357,Furniture,70,3105.04
2358,Electronics,81,5067.91
2359,Sports,62,2383.55
2360,Toys,84,5857.63
2361,Electronics,41,1004.96
2362,Electronics,10,615.26
2363,Clothing,61,6033.09
2364,Toys,85,7818.34
2365,Clothing,7,652.31
2366,Clothing,75,3112.59
2367,Clothing,49,3786.32
2368,Clothing,25,1151.34
2369,Sports,18,1062.5
2370,Books,82,3935.43
2371,Books,97,5176.6
2372,Electronics,66,783.26
2373,Clothing,54,4504.84
2374,Furniture,12,1185.57
2375,Electronics,3,215.26
2376,Furniture,63,4865.41
2377,Toys,34,2545.73
2378,Toys,52,4535.11
2379,Books,55,829.03
2380,Clothing,6,420.47
2381,Clothing,43,4101.69
2382,Electronics,65,1059.54
2383,Sports,26,753.03
2384,Toys,63,1183.72
2385,Clothing,55,3577.48
2386,Electronics,17,475.88
2387,Sports,50,1471.78
2388,Furniture,28,701.32
2389,Electronics,34,2514.0
2390,Sports,73,5225.71
2391,Furniture,13,452.16
2392,Furniture,10,587.33
2393,Sports,90,6939.78
2394,Toys,38,2328.04
2395,Furniture,9,715.64
2396,Toys,62,5640.87
2397,Electronics,67,6168.42
2398,Clothing,26,1563.16
2399,Clothing,70,1868.83
2400,Toys,72,1707.34
2401,Toys,24,2202.34
2402,Toys,92,1835.16
2403,Books,14,619.34
2404,Books,86,1429.49
2405,Clothing,9,326.94
2406,Clothing,50,815.03
2407,Toys,52,3373.4
2408,Toys,60,2530.54
2409,Sports,92,5454.58
2410,Sports,61,5152.21
2411,Furniture,75,2272.74
2412,Sports,100,7034.4
2413,Sports,68,2299.33
2414,Clothing,12,1109.08
2415,Toys,89,7036.07
2416,Furniture,23,1903.38
2417,Books,28,517.42
2418,Clothing,60,883.78
2419,Clothing,58,2468.7
2420,Toys,4,391.4
2421,Sports,100,1871.25
2422,Electronics,100,5219.4
2423,Toys,36,2153.81
2424,Clothing,53,2181.92
2425,Books,28,1815.31
2426,Clothing,39,2400.16
2427,Electronics,92,3963.51
2428,Toys,26,2569.0
2429,Electronics,50,3597.18
2430,Sports,42,3909.6
2431,Toys,81,5637.89
2432,Furniture,44,913.91
2433,Clothing,74,5777.59
2434,Books,86,3547.82
2435,Books,33,2580.64
2436,Sports,27,2305.05
2437,Furniture,96,3378.21
2438,Sports,42,1092.15
2439,Electronics,8,646.24
2440,Furniture,9,835.85
2441,Clothing,15,851.95
2442,Electronics,27,1003.35
2443,Electronics,86,5635.89
2444,Books,2,111.48
2445,Books,89,5664.28
2446,Electronics,60,1422.17
2447,Books,71,3896.47
2448,Books,89,6273.96
2449,Toys,29,1287.73
2450,Sports,3,192.9
2451,Electronics,59,3768.24
2452,Toys,3,239.15
2453,Books,45,738.02
2454,Clothing,31,2229.44
2455,Electronics,88,5017.77
2456,Toys,38,1551.79
2457,Clothing,11,681.85
2458,Furniture,26,1809.95
2459,Toys,95,977.29
2460,Books,84,7009.09
2461,Electronics,74,2951.53
2462,Clothing,63,3058.85
2463,Sports,28,1167.34
2464,Furniture,40,2844.5
2465,Books,14,697.42
2466,Furniture,19,1230.89
2467,Clothing,95,7641.14
2468,Clothing,23,2150.06
2469,Books,61,3028.66
2470,Electronics,100,6461.86
2471,Electronics,37,1132.1
2472,Electronics,27,1403.86
2473,Toys,58,5183.82
2474,Furniture,8,750.93
2475,Books,33,1797.03
2476,Electronics,5,53.02
2477,Clothing,31,1144.48
2478,Sports,6,126.53
2479,Toys,29,1012.76
2480,Clothing,53,2469.97
2481,Toys,36,3077.09
2482,Clothing,93,1811.06
2483,Clothing,36,3207.52
2484,Electronics,4,289.79
2485,Books,32,2091.14
2486,Toys,59,4944.11
2487,Furniture,16,1254.1
2488,Clothing,5,274.85
2489,Clothing,15,584.21
2490,Books,95,9306.91
2491,Furniture,49,2798.34
2492,Sports,18,778.63
2493,Furniture,64,4016.84
2494,Electronics,70,2416.3
2495,Sports,42,2325.03
2496,Clothing,75,6501.67
2497,Clothing,12,1185.12
2498,Sports,79,1185.69
2499,Furniture,38,2571.0
2500,Toys,86,7330.13
2501,Sports,30,1477.39
2502,Sports,6,561.71
2503,Clothing,26,2594.75
2504,Books,26,1337.88
2505,Clothing,38,1357.35
2506,Toys,12,328.53
2507,Electronics,90,7979.29
2508,Clothing,5,171.0
2509,Electronics,61,3565.37
2510,Clothing,5,185.0
2511,Furniture,33,1796.57
2512,Toys,96,5818.03
2513,Clothing,28,965.36
2514,Toys,99,3098.93
2515,Clothing,16,1160.41
2516,Furniture,89,1288.55
2517,Sports,7,251.43
2518,Electronics,50,3915.21
2519,Books,25,862.67
2520,Furniture,79,2001.1
2521,Books,35,470.42
2522,Electronics,83,2598.23
2523,Clothing,93,6418.07
2524,Toys,38,3786.11
2525,Sports,49,3872.71
2526,Furniture,33,1072.3
2527,Clothing,70,4328.75
2528,Clothing,64,5916.5
2529,Furniture,86,6749.24
2530,Electronics,40,3265.15
2531,Clothing,28,2336.56
2532,Clothing,15,1325.4
2533,Books,77,5425.06
2534,Electronics,33,2127.49
2535,Clothing,46,2407.03
2536,Sports,93,8656.19
2537,Books,44,2663.8
2538,Sports,93,3878.25
2539,Furniture,98,7911.72
2540,Clothing,64,2508.72
2541,Furniture,9,224.14
2542,Furniture,94,4026.63
2543,Clothing,71,2291.77
2544,Books,3,120.7
2545,Clothing,22,2076.51
2546,Electronics,78,4488.51
2547,Furniture,76,3153.51
2548,Clothing,49,1385.29
2549,Toys,31,1700.23
2550,Electronics,63,5255.23
2551,Sports,97,2750.34
2552,Toys,65,4834.64
2553,Books,75,5920.51
2554,Sports,91,6566.36
2555,Furniture,87,5765.62
2556,Clothing,30,1781.38
2557,Toys,81,5638.57
2558,Electronics,39,1933.01
2559,Sports,56,4832.16
2560,Books,14,1257.91
2561,Electronics,12,936.47
2562,Electronics,19,443.64
2563,Books,59,4554.42
2564,Furniture,74,3473.18
2565,Clothing,52,2248.47
2566,Clothing,83,5738.61
2567,Sports,4,168.47
2568,Sports,66,5289.96
2569,Clothing,54,1948.14
2570,Clothing,96,3664.05
2571,Clothing,76,1016.6
2572,Books,69,6882.75
2573,Toys,54,2002.87
2574,Toys,36,1950.96
2575,Electronics,19,503.49
2576,Furniture,97,4417.07
2577,Sports,66,3642.46
2578,Toys,39,591.75
2579,Sports,34,1780.24
2580,Furniture,4,235.34
2581,Furniture,86,8580.92
2582,Electronics,29,1381.88
2583,Books,28,680.81
2584,Furniture,39,509.82
2585,Books,96,8200.29
2586,Sports,44,1805.07
2587,Electronics,78,2404.91
2588,Toys,98,4911.8
2589,Electronics,30,1191.89
2590,Sports,66,1426.21
2591,Toys,38,1908.8
2592,Sports,36,1933.52
2593,Books,63,2867.58
2594,Clothing,45,1718.42
2595,Toys,5,207.4
2596,Clothing,9,404.28
2597,Sports,90,2362.1
2598,Clothing,23,329.68
2599,Clothing,23,810.33
2600,Clothing,52,793.02
2601,Sports,85,8408.94
2602,Furniture,57,2843.27
2603,Clothing,10,739.31
2604,Sports,49,4772.9
2605,Furniture,80,6670.83
2606,Books,95,7467.1
2607,Furniture,81,3048.41
2608,Books,1,48.09
2609,Electronics,1,37.04
2610,Sports,75,5998.27
2611,Toys,22,775.38
2612,Clothing,18,745.0
2613,Clothing,69,1711.54
2614,Furniture,41,3079.32
2615,Toys,8,757.59
2616,Toys,74,4962.3
2617,Sports,64,3073.37
2618,Books,78,4655.31
2619,Electronics,65,4486.32
2620,Toys,66,2121.37
2621,Sports,76,4126.65
2622,Electronics,2,88.15
2623,Clothing,22,2116.63
2624,Toys,43,1861.36
2625,Books,53,4500.72
2626,Electronics,71,3915.26
2627,Clothing,63,3444.73
2628,Furniture,12,858.77
2629,Clothing,69,1713.95
2630,Clothing,92,7147.64
2631,Toys,75,1663.71
2632,Electronics,52,2827.3
2633,Sports,76,5073.8
2634,Books,21,416.55
2635,Clothing,16,978.56
2636,Books,76,996.68
2637,Toys,17,443.06
2638,Toys,60,3118.56
2639,Furniture,24,2076.13
2640,Furniture,95,7986.1
2641,Furniture,82,2463.8
2642,Furniture,31,3002.71
2643,Toys,90,7768.68
2644,Furniture,82,8057.18
2645,Furniture,4,373.99
2646,Toys,85,1882.29
2647,Sports,52,5176.01
2648,Furniture,45,2425.88
2649,Electronics,32,2146.61
2650,Toys,30,1210.19
2651,Books,64,5404.73
2652,Clothing,25,1065.5
2653,Clothing,83,2358.21
2654,Books,16,291.86
2655,Clothing,24,751.97
2656,Clothing,95,6892.79
2657,Furniture,51,2539.69
2658,Books,81,3634.71
2659,Clothing,69,4486.93
2660,Sports,68,2821.31
2661,Sports,57,1078.11
2662,Sports,41,751.64
2663,Electronics,87,5275.9
2664,Clothing,63,4864.17
2665,Books,23,1876.34
2666,Sports,52,4687.64
2667,Sports,50,3767.41
2668,Clothing,9,682.74
2669,Clothing,65,1828.1
2670,Toys,34,2979.88
2671,Electronics,36,916.56
2672,Toys,7,433.66
2673,Books,33,1939.49
2674,Sports,6,513.17
2675,Sports,87,6413.14
2676,Clothing,32,1393.92
2677,Clothing,63,3851.02
2678,Toys,70,2196.33
2679,Sports,93,9248.09
2680,Furniture,83,4764.87
2681,Toys,27,2533.66
2682,Electronics,70,3161.27
2683,Books,45,2093.42
2684,Clothing,10,696.81
2685,Clothing,4,189.62
2686,Books,50,3808.48
2687,Clothing,37,2612.34
2688,Sports,17,1412.9
2689,Electronics,13,1050.51
2690,Books,14,1337.59
2691,Electronics,41,1037.81
2692,Books,72,3071.87
2693,Sports,28,1775.73
2694,Furniture,85,7410.2
2695,Sports,51,3573.81
2696,Clothing,84,3452.09
2697,Electronics,82,3409.17
2698,Sports,82,5713.79
2699,Electronics,94,5771.59
2700,Sports,91,7385.99
2701,Sports,90,8914.94
2702,Books,4,234.12
2703,Electronics,73,2426.99
2704,Toys,55,3572.38
2705,Sports,69,5813.32
2706,Clothing,35,2496.2
2707,Electronics,59,1434.33
2708,Electronics,41,430.81
2709,Toys,82,2069.93
2710,Books,24,276.13
2711,Clothing,8,697.34
2712,Furniture,74,3979.17
2713,Electronics,92,1454.96
2714,Electronics,54,3540.24
2715,Clothing,19,621.19
2716,Books,75,3692.85
2717,Toys,27,1166.81
2718,Electronics,31,2498.15
2719,Books,65,4532.38
2720,Sports,17,798.05
2721,Sports,36,877.14
2722,Electronics,23,1909.52
2723,Sports,52,2956.95
2724,Electronics,87,3162.92
2725,Books,54,4818.78
2726,Electronics,32,935.32
2727,Electronics,92,8521.77
2728,Books,19,663.37
2729,Furniture,33,499.41
2730,Books,8,764.59
2731,Clothing,22,339.83
2732,Electronics,43,1615.32
2733,Books,21,769.41
2734,Clothing,68,6132.98
2735,Furniture,12,932.84
2736,Toys,94,3911.12
2737,Electronics,44,4334.95
2738,Electronics,24,553.33
2739,Books,72,5327.73
2740,Clothing,98,1371.62
2741,Electronics,99,3735.46
2742,Furniture,55,1031.38
2743,Toys,41,784.92
2744,Toys,94,6521.35
2745,Furniture,67,2522.39
2746,Clothing,37,2522.77
2747,Clothing,92,2568.33
2748,Electronics,80,2118.7
2749,Furniture,55,1843.69
2750,Electronics,39,474.64
2751,Electronics,71,6286.87
2752,Electronics,63,4192.44
2753,Furniture,39,2760.89
2754,Clothing,60,2752.42
2755,Furniture,23,1940.01
2756,Sports,56,3140.58
2757,Clothing,65,4807.22
2758,Books,33,924.38
2759,Toys,63,4604.76
2760,Electronics,71,3285.3
2761,Sports,17,1301.86
2762,Furniture,64,6337.52
2763,Toys,69,4662.89
2764,Clothing,96,1989.67
2765,Toys,22,737.81
2766,Electronics,40,2018.69
2767,Electronics,92,7007.18
2768,Clothing,2,129.39
2769,Furniture,25,965.37
2770,Toys,76,4105.17
2771,Electronics,36,1437.06
2772,Books,96,2537.82
2773,Toys,89,4601.68
2774,Books,66,3717.15
2775,Sports,17,1213.68
2776,Electronics,72,5679.98
2777,Books,75,1643.0
2778,Sports,27,839.29
2779,Toys,40,2051.26
2780,Furniture,43,3358.64
2781,Furniture,16,1318.36
2782,Electronics,35,2349.2
2783,Furniture,84,5922.24
2784,Clothing,53,1564.21
2785,Clothing,88,4324.12
2786,Sports,27,1055.57
2787,Electronics,35,2132.26
2788,Electronics,9,430.34
2789,Books,58,870.67
2790,Electronics,71,7092.62
2791,Electronics,45,3074.18
2792,Furniture,27,510.45
2793,Electronics,29,1535.23
2794,Electronics,65,5613.45
2795,Furniture,7,578.96
2796,Furniture,54,2358.2
2797,Toys,82,4284.59
2798,Toys,67,2493.55
2799,Sports,97,8343.3
2800,Furniture,84,2913.38
2801,Clothing,17,1665.3
2802,Toys,41,839.9
2803,Toys,53,1208.49
2804,Clothing,32,3074.15
2805,Clothing,78,7002.21
2806,Books,49,881.16
2807,Toys,4,115.38
2808,Furniture,19,962.65
2809,Sports,35,2278.45
2810,Furniture,8,553.85
2811,Toys,37,1572.53
2812,Electronics,44,1466.41
2813,Sports,51,1873.9
2814,Sports,92,7869.11
2815,Electronics,47,3760.93
2816,Furniture,64,2330.46
2817,Books,58,3672.54
2818,Furniture,12,205.58
2819,Toys,11,475.56
2820,Furniture,82,1696.0
2821,Furniture,16,739.77
2822,Clothing,39,923.0
2823,Sports,69,1356.29
2824,Sports,83,6464.93
2825,Sports,17,815.6
2826,Clothing,49,1422.14
2827,Electronics,24,1361.09
2828,Electronics,36,918.46
2829,Electronics,23,2015.08
2830,Books,88,7035.78
2831,Sports,22,2177.02
2832,Clothing,2,96.75
2833,Furniture,85,6273.56
2834,Electronics,86,5464.4
2835,Books,22,535.56
2836,Clothing,31,1530.08
2837,Books,95,3808.6
2838,Toys,6,254.69
2839,Electronics,11,913.59
2840,Clothing,67,1628.49
2841,Toys,73,1221.53
2842,Furniture,82,5784.99
2843,Electronics,77,7077.31
2844,Electronics,59,2632.58
2845,Toys,45,3379.45
2846,Books,96,8656.08
2847,Furniture,8,376.91
2848,Electronics,67,690.58
2849,Toys,66,5404.15
2850,Electronics,82,1452.77
2851,Electronics,57,5017.45
2852,Furniture,86,5114.08
2853,Books,81,7524.78
2854,Books,72,5661.24
2855,Clothing,85,7912.57
2856,Toys,70,5753.73
2857,Toys,35,2724.78
2858,Furniture,73,767.42
2859,Sports,79,4625.78
2860,Toys,66,5475.22
2861,Sports,29,2782.95
2862,Sports,80,5038.25
2863,Toys,68,6393.49
2864,Toys,74,1265.68
2865,Toys,88,3941.31
2866,Toys,21,889.39
2867,Sports,52,3844.63
2868,Books,96,5848.2
2869,Toys,97,7112.27
2870,Electronics,21,2098.04
2871,Toys,22,2079.51
2872,Clothing,30,574.62
2873,Sports,3,226.1
2874,Electronics,81,1598.37
2875,Electronics,14,329.71
2876,Toys,14,869.36
2877,Books,79,7403.86
2878,Books,24,346.33
2879,Sports,43,1832.96
2880,Books,36,457.45
2881,Furniture,93,6029.46
2882,Books,83,4712.68
2883,Furniture,63,3922.19
2884,Electronics,55,3902.53
2885,Electronics,65,4831.58
2886,Sports,84,6845.5
2887,Clothing,50,4855.22
2888,Electronics,65,6023.29
2889,Electronics,67,4406.37
2890,Clothing,28,1221.49
2891,Electronics,22,1257.99
2892,Toys,7,348.79
2893,Toys,18,1171.38
2894,Furniture,30,1567.93
2895,Books,67,1468.91
2896,Sports,96,8157.49
2897,Toys,3,108.94
2898,Sports,35,404.56
2899,Electronics,35,1780.39
2900,Clothing,70,5893.71
2901,Books,41,3780.07
2902,Furniture,62,3169.14
2903,Books,27,1776.07
2904,Electronics,47,3722.48
2905,Electronics,15,206.19
2906,Toys,89,7146.75
2907,Toys,15,1336.47
2908,Clothing,12,700.39
2909,Books,75,1751.85
2910,Books,46,2242.07
2911,Furniture,89,1021.8
2912,Books,15,177.04
2913,Toys,13,1006.45
2914,Toys,5,497.52
2915,Electronics,72,6574.53
2916,Clothing,99,7356.21
2917,Books,95,8903.73
2918,Clothing,40,2662.97
2919,Toys,62,1801.48
2920,Furniture,84,2045.92
2921,Sports,38,2248.75
2922,Clothing,12,1024.23
2923,Toys,27,1855.19
2924,Toys,57,5533.4
2925,Furniture,68,5181.08
2926,Clothing,60,5692.71
2927,Toys,97,2959.23
2928,Sports,63,4291.7
2929,Clothing,11,221.64
2930,Toys,64,2598.46
2931,Electronics,13,1102.68
2932,Electronics,22,855.43
2933,Books,9,596.07
2934,Sports,28,1374.67
2935,Clothing,43,2980.07
2936,Electronics,79,4274.35
2937,Toys,60,929.61
2938,Furniture,51,3184.67
2939,Clothing,27,1243.38
